order_id,customer_id,product_id,category,price,quantity,order_date,country,payment_method,rating,returned,revenue
1844,4336,504,Electronics,73.24,5,2024-05-08,Germany,Debit Card,1.0,0,366.2
1845,2546,760,Beauty,61.35,3,2024-07-18,UK,Credit Card,5.0,0,184.05
1846,2411,586,Home,43.51,4,2024-04-07,USA,UPI,5.0,0,174.04
1847,1825,686,Beauty,101.56,4,2021-10-17,UK,COD,2.0,0,406.24
1848,4614,547,Clothing,75.13,3,2021-10-24,UK,UPI,3.0,0,225.39
1849,1055,691,Beauty,146.19,4,2022-02-05,Canada,Debit Card,5.0,0,584.76
1850,2346,210,Sports,67.79,1,2022-01-08,Germany,Debit Card,5.0,0,67.79
1851,2152,387,Clothing,72.4,4,2021-10-29,UK,Credit Card,2.0,0,289.6
1852,2329,393,Books,98.3,5,2021-05-10,Canada,Debit Card,4.0,1,491.5
1853,1677,466,Beauty,77.33,2,2023-03-23,USA,COD,3.0,0,154.66
1854,3918,238,Sports,65.07,4,2022-05-25,Canada,PayPal,4.0,0,260.28
1855,2636,687,Beauty,53.66,5,2022-09-25,Germany,Debit Card,5.0,0,268.3
1856,1725,534,Books,119.77,4,2023-07-25,Canada,PayPal,4.0,1,479.08
1857,4233,599,Electronics,60.34,3,2021-09-13,Canada,UPI,4.0,1,181.02
1858,1599,609,Books,94.82,1,2024-05-02,UK,Credit Card,4.0,0,94.82
1859,2797,304,Beauty,99.84,2,2022-10-02,Germany,Credit Card,4.0,0,199.68
1860,2811,258,Electronics,87.73,2,2021-08-03,UK,Credit Card,3.0,0,175.46
1861,3664,333,Books,114.49,4,2024-06-09,India,PayPal,4.0,0,457.96
1862,1258,312,Home,106.93,5,2023-08-23,Germany,PayPal,5.0,0,534.65
1863,1282,463,Beauty,65.93,4,2023-05-04,Germany,Credit Card,3.0,0,263.72
1864,3045,224,Sports,62.14,5,2022-05-16,USA,UPI,1.0,0,310.7
1865,1261,731,Clothing,9.85,4,2023-11-29,UK,Credit Card,5.0,0,39.4
1866,3187,220,Clothing,115.57,5,2021-08-22,UK,Debit Card,2.0,0,577.85
1867,1061,591,Electronics,77.96,5,2023-06-12,Germany,Credit Card,3.0,0,389.8
1868,2071,784,Home,189.12,3,2023-03-07,Australia,PayPal,5.0,0,567.36
1869,3598,389,Clothing,58.88,5,2022-01-10,Canada,Debit Card,2.0,0,294.4
1870,4169,499,Electronics,52.38,2,2022-01-04,UK,Credit Card,3.0,0,104.76
1871,3734,526,Beauty,37.92,4,2021-04-02,Australia,UPI,5.0,0,151.68
1872,2556,535,Electronics,29.22,3,2024-07-18,Canada,Debit Card,3.0,0,87.66
1873,2411,612,Sports,189.57,2,2022-10-19,Canada,Credit Card,,0,379.14
1874,1696,602,Sports,35.57,3,2021-02-01,UK,PayPal,4.0,0,106.71
1875,4652,688,Electronics,68.59,5,2021-11-18,Australia,PayPal,5.0,1,342.95
1876,1573,605,Clothing,88.16,2,2023-08-23,Canada,COD,,0,176.32
1877,3822,348,Electronics,18.59,3,2023-04-14,India,Credit Card,3.0,0,55.77
1878,1663,781,Beauty,75.96,3,2022-03-23,India,PayPal,4.0,0,227.88
1879,3767,780,Sports,139.7,5,2022-09-28,UK,Debit Card,3.0,0,698.5
1880,4248,718,Home,21.87,5,2023-04-10,Canada,UPI,3.0,0,109.35
1881,2117,438,Sports,66.92,2,2021-09-07,Australia,Credit Card,4.0,0,133.84
1882,4748,281,Clothing,163.77,3,2022-03-14,USA,COD,1.0,0,491.31
1883,4719,242,Home,125.95,3,2023-07-13,UK,PayPal,5.0,0,377.85
1884,2071,562,Beauty,15.3,3,2024-05-15,India,Debit Card,5.0,0,45.9
1885,4558,532,Electronics,109.3,3,2022-09-26,USA,UPI,4.0,0,327.9
1886,3669,451,Beauty,87.01,4,2021-01-05,Germany,PayPal,1.0,0,348.04
1887,3539,260,Books,19.61,3,2022-08-13,Australia,PayPal,1.0,0,58.83
1888,4974,550,Home,37.33,5,2021-04-16,UK,Credit Card,2.0,0,186.65
1889,3812,426,Home,60.31,2,2024-02-08,India,UPI,5.0,0,120.62
1890,2931,708,Home,19.18,5,2021-03-16,UK,UPI,3.0,0,95.9
1891,1126,625,Beauty,47.43,3,2021-08-14,Germany,UPI,4.0,0,142.29
1892,1581,591,Home,29.56,4,2022-05-29,UK,PayPal,4.0,0,118.24
1893,3672,632,Clothing,58.18,2,2022-10-02,Australia,Credit Card,5.0,0,116.36
1894,4800,568,Beauty,115.26,1,2023-12-15,Canada,Credit Card,4.0,0,115.26
1895,3973,675,Beauty,60.38,1,2024-01-22,India,Debit Card,4.0,0,60.38
1896,2866,785,Home,56.86,4,2023-10-13,Canada,UPI,5.0,0,227.44
1897,4645,649,Beauty,110.84,1,2024-07-18,India,Debit Card,3.0,1,110.84
1898,2309,578,Clothing,69.23,1,2022-10-31,UK,PayPal,5.0,0,69.23
1899,2331,703,Clothing,60.3,1,2024-06-30,UK,Credit Card,3.0,0,60.3
1900,2266,668,Electronics,55.54,1,2024-04-13,Australia,PayPal,4.0,0,55.54
1901,2194,200,Books,127.62,1,2024-03-20,USA,COD,2.0,0,127.62
1902,2508,397,Electronics,18.52,1,2022-02-13,Germany,Credit Card,1.0,0,18.52
1903,2393,764,Sports,85.72,4,2021-04-03,Australia,COD,3.0,0,342.88
1904,1510,797,Home,103.82,1,2022-09-01,Australia,Credit Card,4.0,0,103.82
1905,1948,622,Electronics,59.25,3,2022-03-10,Canada,UPI,4.0,0,177.75
1906,1182,246,Beauty,33.98,4,2022-12-05,Germany,Credit Card,5.0,0,135.92
1907,3649,619,Clothing,54.32,1,2021-08-01,India,Credit Card,4.0,0,54.32
1908,1120,413,Home,5.37,4,2022-12-06,Australia,Credit Card,1.0,0,21.48
1909,2482,340,Home,67.73,5,2021-01-20,Germany,PayPal,2.0,0,338.65
1910,1022,791,Electronics,61.43,2,2023-01-28,USA,Debit Card,3.0,0,122.86
1911,1784,586,Beauty,41.92,1,2024-10-01,Australia,Debit Card,1.0,0,41.92
1912,2744,585,Sports,34.61,4,2021-09-13,India,COD,5.0,0,138.44
1913,3018,533,Beauty,20.72,4,2021-07-09,Germany,Credit Card,5.0,1,82.88
1914,2488,261,Beauty,25.36,2,2023-12-01,Germany,Credit Card,4.0,0,50.72
1915,2612,643,Beauty,18.05,5,2023-02-07,Germany,PayPal,4.0,0,90.25
1916,3499,570,Clothing,248.6,1,2021-08-26,Germany,Debit Card,,0,248.6
1917,3303,484,Beauty,48.82,1,2022-07-02,India,Debit Card,5.0,0,48.82
1918,2330,490,Books,27.19,3,2022-05-02,India,UPI,1.0,0,81.57
1919,1538,710,Sports,112.97,5,2023-09-26,USA,COD,4.0,0,564.85
1920,3524,755,Beauty,115.79,5,2021-11-06,UK,COD,4.0,0,578.95
1921,3493,527,Electronics,68.24,2,2022-05-02,UK,Credit Card,4.0,0,136.48
1922,3292,522,Sports,42.26,5,2024-03-21,Canada,COD,5.0,0,211.3
1923,4749,513,Books,71.33,3,2022-06-12,USA,COD,3.0,0,213.99
1924,2497,547,Sports,15.2,1,2021-11-28,USA,COD,1.0,0,15.2
1925,2507,746,Beauty,56.33,2,2023-02-26,UK,Credit Card,4.0,0,112.66
1926,3774,696,Beauty,84.49,3,2021-04-23,Canada,UPI,3.0,0,253.47
1927,2928,308,Beauty,123.14,4,2023-10-03,Germany,UPI,4.0,1,492.56
1928,3241,526,Electronics,122.81,1,2024-07-29,Canada,Credit Card,4.0,0,122.81
1929,3719,549,Sports,142.66,3,2022-04-04,Canada,Credit Card,4.0,0,427.98
1930,2577,429,Beauty,59.85,5,2021-04-12,Australia,COD,4.0,0,299.25
1931,3606,487,Beauty,91.16,5,2024-01-30,USA,UPI,4.0,0,455.8
1932,4486,683,Books,173.05,3,2024-04-18,Australia,COD,4.0,0,519.15
1933,2756,649,Electronics,30.28,4,2021-07-31,India,COD,5.0,1,121.12
1934,3300,275,Beauty,202.71,1,2024-02-22,India,Debit Card,4.0,0,202.71
1935,4332,410,Sports,91.97,2,2024-05-30,USA,Credit Card,5.0,0,183.94
1936,3915,548,Beauty,34.03,1,2022-09-18,Australia,PayPal,3.0,0,34.03
1937,2976,328,Books,41.54,2,2023-03-15,India,UPI,,1,83.08
1938,2200,739,Sports,94.26,4,2023-12-25,Germany,PayPal,1.0,0,377.04
1939,3139,408,Beauty,59.34,3,2024-06-21,India,COD,4.0,0,178.02
1940,4428,347,Home,78.86,1,2021-05-04,Germany,Debit Card,1.0,1,78.86
1941,1953,601,Electronics,58.84,3,2021-11-23,Australia,Debit Card,,0,176.52
1942,1177,758,Sports,85.13,4,2022-04-03,USA,PayPal,5.0,0,340.52
1943,3023,766,Books,24.91,4,2024-10-13,India,Credit Card,4.0,0,99.64
1944,1218,345,Beauty,16.87,1,2022-10-14,Germany,COD,4.0,0,16.87
1945,2161,302,Sports,46.26,3,2021-02-21,UK,Debit Card,4.0,0,138.78
1946,4098,219,Sports,102.37,4,2021-08-24,Canada,Debit Card,,0,409.48
1947,1797,756,Beauty,40.63,1,2021-05-19,UK,COD,,0,40.63
1948,3802,215,Beauty,4.32,5,2023-02-01,Germany,COD,4.0,0,21.6
1949,4434,624,Home,136.19,4,2021-09-26,Canada,PayPal,1.0,0,544.76
1950,1403,400,Electronics,172.38,1,2021-09-07,UK,Credit Card,3.0,0,172.38
1951,1068,556,Books,146.05,3,2023-01-14,Canada,Credit Card,,0,438.15
1952,3396,305,Home,40.73,1,2023-01-04,India,Debit Card,3.0,1,40.73
1953,1937,626,Books,88.05,2,2021-03-20,Australia,UPI,4.0,0,176.1
1954,1975,334,Clothing,63.92,2,2023-10-09,USA,Debit Card,1.0,0,127.84
1955,3908,514,Sports,174.07,3,2024-05-06,Canada,PayPal,4.0,0,522.21
1956,1783,640,Beauty,64.26,3,2021-09-30,Canada,COD,5.0,0,192.78
1957,2646,443,Electronics,103.32,2,2021-07-26,Canada,COD,4.0,0,206.64
1958,4608,292,Books,26.74,3,2024-01-19,India,Debit Card,1.0,0,80.22
1959,1285,724,Sports,101.88,1,2024-04-04,India,PayPal,5.0,0,101.88
1960,4833,305,Clothing,5.42,3,2024-07-15,India,Credit Card,3.0,0,16.26
1961,1001,443,Sports,39.55,1,2023-02-10,Canada,Credit Card,5.0,0,39.55
1962,3490,527,Beauty,137.18,3,2023-10-01,Australia,Debit Card,3.0,0,411.54
1963,3579,243,Clothing,132.21,3,2024-05-04,USA,Credit Card,5.0,0,396.63
1964,4945,222,Books,56.72,3,2022-06-19,Germany,PayPal,1.0,0,170.16
1965,2838,555,Beauty,55.39,3,2022-12-27,UK,Debit Card,5.0,0,166.17
1966,1352,246,Beauty,63.93,3,2021-01-27,Canada,Debit Card,4.0,0,191.79
1967,1497,778,Books,67.49,1,2023-09-12,Canada,UPI,4.0,0,67.49
1968,4154,659,Beauty,40.54,4,2022-02-16,USA,UPI,4.0,0,162.16
1969,1963,212,Beauty,62.79,5,2024-04-23,Germany,COD,,0,313.95
1970,4488,635,Home,188.55,3,2022-02-18,UK,PayPal,3.0,0,565.65
1971,4160,384,Clothing,69.98,2,2022-09-30,Australia,UPI,4.0,1,139.96
1972,2269,750,Home,124.42,3,2023-05-07,UK,PayPal,3.0,0,373.26
1973,4555,580,Sports,77.24,5,2023-12-10,UK,COD,5.0,0,386.2
1974,4057,359,Electronics,50.29,1,2022-12-21,Australia,Debit Card,1.0,0,50.29
1975,2792,790,Books,183.58,5,2022-06-03,India,Credit Card,2.0,1,917.9
1976,3744,677,Electronics,130.89,1,2022-02-06,UK,PayPal,4.0,0,130.89
1977,2231,302,Clothing,108.87,5,2022-07-21,USA,Debit Card,5.0,0,544.35
1978,2304,383,Beauty,90.18,1,2024-09-11,Australia,PayPal,2.0,0,90.18
1979,4426,421,Clothing,47.78,1,2023-06-14,Canada,COD,3.0,0,47.78
1980,2150,658,Beauty,87.95,3,2024-03-29,Australia,Debit Card,5.0,0,263.85
1981,4274,645,Beauty,86.76,2,2024-05-07,Germany,UPI,,0,173.52
1982,2751,758,Home,94.53,4,2021-03-02,UK,UPI,2.0,0,378.12
1983,2570,324,Electronics,151.31,3,2023-05-30,UK,Credit Card,3.0,0,453.93
1984,4348,417,Books,104.48,1,2021-06-05,Germany,COD,3.0,0,104.48
1985,3871,737,Clothing,52.08,1,2021-12-23,USA,COD,4.0,1,52.08
1986,2588,528,Electronics,115.46,3,2022-01-22,Canada,COD,3.0,1,346.38
1987,1323,202,Books,71.88,4,2021-05-05,Germany,Debit Card,1.0,0,287.52
1988,2388,711,Beauty,51.87,5,2023-05-10,Germany,COD,1.0,0,259.35
1989,1269,463,Home,83.94,5,2022-10-16,Germany,PayPal,,0,419.7
1990,4162,207,Home,47.27,5,2021-11-02,Canada,Credit Card,5.0,0,236.35
1991,2824,648,Electronics,119.15,1,2023-05-29,UK,Credit Card,4.0,0,119.15
1992,1015,620,Electronics,63.95,2,2021-02-25,Germany,Credit Card,4.0,0,127.9
1993,3283,512,Beauty,254.78,2,2021-05-22,UK,Debit Card,1.0,0,509.56
1994,3497,785,Electronics,58.42,5,2023-02-02,Germany,Debit Card,1.0,0,292.1
1995,4488,408,Books,266.6,1,2021-06-17,Germany,Credit Card,4.0,1,266.6
1996,1385,380,Sports,114.2,5,2023-07-18,USA,COD,4.0,0,571.0
1997,2750,502,Books,170.82,2,2022-11-09,Germany,PayPal,3.0,0,341.64
1998,1829,754,Home,64.65,5,2024-02-13,USA,Credit Card,4.0,1,323.25
1999,4713,795,Books,42.94,1,2021-04-02,UK,Credit Card,3.0,0,42.94
2000,2237,661,Home,45.79,5,2021-06-19,Canada,PayPal,,0,228.95
2001,1489,650,Clothing,147.9,2,2021-08-06,India,Credit Card,5.0,0,295.8
2002,1228,404,Sports,105.66,5,2023-12-31,UK,PayPal,,0,528.3
2003,3702,765,Sports,42.05,3,2022-05-05,Germany,Credit Card,4.0,0,126.15
2004,3056,680,Books,84.94,5,2023-05-10,Germany,COD,2.0,1,424.7
2005,3140,229,Beauty,115.41,2,2022-05-13,Germany,Credit Card,5.0,0,230.82
2006,4603,609,Clothing,85.92,4,2021-10-05,Canada,Credit Card,1.0,0,343.68
2007,4715,721,Sports,27.54,3,2023-11-09,Germany,Debit Card,3.0,0,82.62
2008,2097,585,Books,84.21,3,2023-10-25,UK,PayPal,1.0,0,252.63
2009,3394,504,Home,73.31,5,2023-10-20,UK,Credit Card,2.0,0,366.55
2010,4063,599,Sports,47.6,3,2022-06-28,USA,UPI,3.0,0,142.8
2011,4735,615,Clothing,94.01,1,2023-10-07,Australia,Debit Card,5.0,0,94.01
2012,1683,715,Sports,73.66,5,2021-08-14,Canada,COD,3.0,0,368.3
2013,3625,444,Home,15.69,5,2021-09-21,Germany,Credit Card,3.0,0,78.45
2014,2839,529,Home,25.48,2,2021-07-10,USA,Credit Card,4.0,0,50.96
2015,1023,444,Electronics,30.66,1,2023-07-25,USA,UPI,5.0,0,30.66
2016,2975,264,Books,21.78,3,2024-01-29,Germany,Credit Card,,0,65.34
2017,4803,737,Home,72.48,1,2023-05-19,India,UPI,4.0,0,72.48
2018,1238,269,Books,135.28,5,2024-03-12,USA,Debit Card,3.0,0,676.4
2019,4949,754,Clothing,100.41,2,2021-10-10,Germany,Credit Card,4.0,0,200.82
2020,2400,423,Beauty,161.44,1,2023-08-17,Australia,PayPal,4.0,0,161.44
2021,3922,655,Electronics,62.5,5,2021-03-26,UK,Credit Card,4.0,0,312.5
2022,1059,736,Electronics,38.21,1,2023-04-23,Canada,PayPal,3.0,0,38.21
2023,3770,215,Home,12.3,3,2024-09-20,UK,PayPal,4.0,0,36.9
2024,1923,567,Clothing,63.62,1,2021-11-23,Germany,COD,4.0,0,63.62
2025,1906,675,Beauty,16.47,5,2022-03-01,Germany,PayPal,4.0,0,82.35
2026,1159,484,Books,28.2,1,2023-03-04,USA,Debit Card,4.0,0,28.2
2027,1952,530,Electronics,19.75,3,2021-04-19,Australia,COD,1.0,0,59.25
2028,4156,429,Books,197.66,5,2023-08-26,Canada,Debit Card,3.0,0,988.3
2029,3819,366,Books,40.68,2,2021-04-15,UK,Credit Card,4.0,0,81.36
2030,4252,663,Books,82.05,3,2024-01-06,India,Credit Card,2.0,0,246.15
2031,1872,459,Electronics,46.44,3,2021-01-12,USA,PayPal,4.0,0,139.32
2032,2063,794,Home,83.33,2,2023-02-15,Canada,Credit Card,4.0,0,166.66
2033,4162,510,Books,52.54,1,2021-10-11,UK,Credit Card,3.0,0,52.54
2034,1566,619,Sports,7.87,1,2023-04-04,UK,Credit Card,4.0,0,7.87
2035,4936,430,Books,105.65,1,2022-05-10,Canada,COD,3.0,0,105.65
2036,3485,367,Books,72.79,3,2021-10-19,USA,UPI,2.0,0,218.37
2037,4559,592,Clothing,66.14,4,2021-10-17,USA,Credit Card,4.0,1,264.56
2038,3678,600,Electronics,53.8,4,2022-09-17,UK,Credit Card,5.0,0,215.2
2039,4463,274,Electronics,36.73,3,2022-04-12,Canada,COD,3.0,0,110.19
2040,2562,352,Books,4.02,5,2021-04-06,Canada,UPI,3.0,0,20.1
2041,3619,554,Clothing,90.83,3,2023-11-02,Germany,UPI,5.0,0,272.49
2042,1302,762,Electronics,254.74,2,2023-02-03,USA,UPI,,0,509.48
2043,1957,737,Books,38.45,5,2024-08-12,Canada,COD,5.0,1,192.25
2044,1216,228,Home,85.98,5,2023-12-06,USA,Credit Card,5.0,0,429.9
2045,2243,359,Electronics,29.67,5,2024-08-27,Australia,UPI,4.0,0,148.35
2046,1816,759,Books,49.32,4,2024-05-04,Australia,Debit Card,4.0,0,197.28
2047,2553,623,Beauty,39.23,2,2021-02-05,USA,UPI,5.0,0,78.46
2048,3973,385,Home,29.36,4,2021-04-24,UK,Debit Card,3.0,0,117.44
2049,2437,384,Books,37.58,4,2021-11-08,India,PayPal,3.0,0,150.32
2050,3965,612,Books,74.89,1,2023-03-13,Australia,UPI,1.0,0,74.89
2051,4147,741,Books,56.54,4,2024-03-31,Canada,Credit Card,1.0,0,226.16
2052,2250,769,Sports,61.94,3,2023-04-12,USA,UPI,,1,185.82
2053,3615,505,Clothing,38.93,2,2024-04-29,Canada,UPI,1.0,0,77.86
2054,1303,772,Electronics,74.18,2,2021-06-09,USA,Credit Card,4.0,0,148.36
2055,1710,303,Sports,25.4,5,2023-09-01,Germany,Debit Card,4.0,0,127.0
2056,1837,557,Electronics,141.19,1,2021-11-07,UK,PayPal,2.0,0,141.19
2057,1585,400,Home,4.8,1,2021-09-29,Australia,UPI,3.0,0,4.8
2058,4704,740,Electronics,190.19,5,2021-01-23,UK,COD,2.0,0,950.95
2059,2290,331,Home,229.08,2,2023-10-09,India,COD,,0,458.16
2060,3637,638,Books,122.55,1,2022-09-21,USA,Credit Card,,0,122.55
2061,4382,419,Home,159.24,2,2022-04-15,Germany,Debit Card,3.0,0,318.48
2062,3302,415,Clothing,117.97,4,2024-02-29,USA,Credit Card,4.0,0,471.88
2063,4393,653,Clothing,26.91,5,2023-06-03,USA,COD,3.0,0,134.55
2064,1675,688,Home,60.82,3,2022-03-12,UK,PayPal,3.0,0,182.46
2065,4717,769,Home,80.15,5,2024-01-13,Germany,UPI,4.0,0,400.75
2066,3180,591,Clothing,46.79,4,2021-06-21,Germany,UPI,3.0,0,187.16
2067,3187,478,Clothing,23.8,3,2021-04-17,India,Debit Card,2.0,0,71.4
2068,4902,637,Books,27.21,2,2023-04-21,Canada,Credit Card,1.0,0,54.42
2069,2074,535,Electronics,22.57,3,2023-08-01,India,Credit Card,4.0,0,67.71
2070,2072,392,Electronics,203.55,1,2022-03-29,UK,PayPal,5.0,0,203.55
2071,1274,241,Beauty,122.11,4,2023-10-06,India,Credit Card,5.0,0,488.44
2072,2673,785,Sports,34.32,4,2023-10-05,UK,Debit Card,4.0,0,137.28
2073,2156,347,Beauty,70.72,2,2024-02-16,Canada,UPI,5.0,0,141.44
2074,1027,593,Sports,52.45,1,2023-02-10,India,UPI,2.0,0,52.45
2075,3237,411,Beauty,57.2,4,2022-01-11,Canada,Debit Card,4.0,0,228.8
2076,2968,200,Books,39.55,4,2022-04-13,UK,Debit Card,4.0,0,158.2
2077,4225,718,Beauty,153.52,4,2023-10-18,Germany,PayPal,5.0,0,614.08
2078,4202,355,Sports,204.1,3,2024-08-06,UK,UPI,5.0,0,612.3
2079,4943,712,Clothing,88.14,2,2022-07-09,USA,UPI,3.0,0,176.28
2080,4881,214,Sports,57.67,3,2024-08-12,India,PayPal,3.0,0,173.01
2081,1528,300,Books,48.13,1,2022-03-10,India,PayPal,,0,48.13
2082,3363,304,Electronics,116.78,3,2022-08-14,Germany,Credit Card,2.0,1,350.34
2083,3625,676,Home,91.54,2,2021-08-12,Australia,PayPal,4.0,0,183.08
2084,3860,208,Clothing,43.25,2,2024-04-30,India,UPI,4.0,0,86.5
2085,3914,322,Clothing,54.39,5,2023-03-16,Australia,Credit Card,5.0,0,271.95
2086,2909,725,Home,55.76,1,2021-02-12,Germany,UPI,1.0,1,55.76
2087,2822,421,Beauty,46.52,3,2024-05-16,Australia,Debit Card,3.0,1,139.56
2088,1965,602,Clothing,110.48,4,2021-04-24,USA,Debit Card,2.0,1,441.92
2089,4374,762,Electronics,44.87,5,2023-12-22,Australia,Debit Card,3.0,1,224.35
2090,1294,755,Electronics,30.55,4,2021-12-09,Australia,COD,5.0,0,122.2
2091,2754,397,Beauty,144.62,3,2022-07-27,Canada,UPI,4.0,0,433.86
2092,2867,630,Electronics,52.16,2,2023-08-06,India,Debit Card,3.0,0,104.32
2093,3042,509,Sports,49.83,2,2023-04-04,India,COD,4.0,1,99.66
2094,4139,595,Beauty,60.1,4,2022-01-04,Australia,UPI,4.0,0,240.4
2095,4770,619,Electronics,81.78,4,2022-12-20,USA,Debit Card,2.0,0,327.12
2096,2185,482,Books,141.54,1,2022-08-20,India,UPI,4.0,0,141.54
2097,2722,670,Home,40.8,5,2024-05-11,Australia,Credit Card,5.0,0,204.0
2098,2087,784,Sports,93.13,3,2023-06-09,USA,PayPal,5.0,0,279.39
2099,3426,323,Home,28.6,2,2024-09-17,USA,COD,3.0,1,57.2
2100,2972,751,Beauty,33.32,4,2022-04-09,Germany,UPI,3.0,0,133.28
2101,2649,565,Clothing,176.31,5,2022-03-08,Germany,PayPal,5.0,0,881.55
2102,4570,655,Beauty,35.43,2,2022-07-16,Australia,PayPal,3.0,0,70.86
2103,4726,356,Home,44.12,3,2022-10-11,UK,COD,5.0,0,132.36
2104,4508,696,Clothing,46.98,4,2021-01-22,Germany,COD,4.0,0,187.92
2105,2969,301,Home,170.04,5,2024-06-25,UK,Debit Card,5.0,0,850.2
2106,3038,288,Books,96.96,2,2023-07-25,India,PayPal,5.0,0,193.92
2107,3336,211,Electronics,63.88,5,2021-07-31,UK,UPI,3.0,0,319.4
2108,3291,514,Home,65.08,3,2023-08-21,Australia,UPI,1.0,0,195.24
2109,4265,640,Home,35.3,2,2023-10-10,India,PayPal,,1,70.6
2110,1164,515,Electronics,123.18,1,2024-05-12,Germany,COD,5.0,0,123.18
2111,4391,755,Home,54.57,2,2021-01-04,USA,COD,2.0,0,109.14
2112,1408,755,Electronics,102.27,1,2022-06-06,Canada,Credit Card,3.0,0,102.27
2113,3457,277,Home,69.78,2,2021-09-17,Germany,COD,4.0,0,139.56
2114,4348,763,Beauty,256.25,3,2021-07-27,Germany,PayPal,2.0,0,768.75
2115,3548,484,Electronics,76.98,3,2021-09-19,USA,Credit Card,4.0,0,230.94
2116,4093,487,Beauty,181.84,5,2023-03-28,USA,UPI,3.0,1,909.2
2117,3517,693,Sports,49.01,5,2022-12-16,USA,Debit Card,4.0,0,245.05
2118,1629,652,Books,15.95,2,2022-04-09,UK,Debit Card,2.0,0,31.9
2119,2529,779,Beauty,140.31,3,2021-10-06,UK,Credit Card,3.0,0,420.93
2120,2142,677,Beauty,85.89,3,2021-05-14,Germany,Debit Card,2.0,0,257.67
2121,1782,435,Sports,18.88,5,2023-03-11,India,PayPal,4.0,0,94.4
2122,1794,683,Beauty,88.43,4,2022-02-05,USA,PayPal,2.0,0,353.72
2123,1973,256,Sports,110.93,2,2024-10-15,USA,Debit Card,4.0,0,221.86
2124,1885,248,Electronics,51.21,1,2022-10-06,Germany,Debit Card,3.0,0,51.21
2125,1348,302,Sports,133.86,1,2022-06-10,USA,Debit Card,1.0,0,133.86
2126,3613,660,Clothing,104.39,2,2024-04-04,Germany,Credit Card,5.0,0,208.78
2127,2408,638,Beauty,64.57,5,2021-07-17,Australia,Credit Card,4.0,0,322.85
2128,4851,269,Beauty,66.25,1,2022-03-30,UK,Credit Card,5.0,0,66.25
2129,2535,573,Clothing,24.2,5,2024-05-01,India,COD,3.0,0,121.0
2130,3737,280,Home,93.04,1,2021-05-19,Australia,Debit Card,4.0,0,93.04
2131,2089,328,Electronics,45.07,4,2023-01-02,Germany,UPI,4.0,0,180.28
2132,4941,570,Clothing,65.69,4,2023-08-20,Australia,Credit Card,3.0,0,262.76
2133,3696,482,Sports,137.16,1,2021-09-24,USA,Credit Card,3.0,0,137.16
2134,3473,717,Home,136.37,2,2024-09-19,Germany,COD,4.0,0,272.74
2135,4186,726,Beauty,84.01,2,2022-06-18,UK,PayPal,5.0,0,168.02
2136,1611,612,Electronics,62.06,1,2022-09-25,India,UPI,3.0,0,62.06
2137,1601,613,Clothing,140.83,5,2022-05-13,USA,PayPal,1.0,0,704.15
2138,1586,703,Sports,74.5,2,2022-06-01,USA,PayPal,4.0,0,149.0
2139,2112,321,Clothing,16.95,2,2021-04-19,Canada,Debit Card,5.0,0,33.9
2140,2120,564,Home,12.59,1,2024-02-29,India,PayPal,2.0,1,12.59
2141,1965,606,Books,122.61,5,2024-05-15,USA,PayPal,4.0,0,613.05
2142,4530,255,Sports,22.3,3,2024-09-16,USA,UPI,4.0,0,66.9
2143,3308,486,Electronics,18.79,2,2023-09-15,Canada,UPI,4.0,0,37.58
2144,4520,587,Electronics,29.47,2,2022-06-16,Canada,PayPal,1.0,0,58.94
2145,3514,288,Books,130.96,5,2023-12-08,Canada,Debit Card,2.0,0,654.8
2146,4442,280,Sports,126.03,5,2022-04-24,Germany,Debit Card,2.0,0,630.15
2147,2560,549,Beauty,171.69,2,2024-03-08,Germany,Credit Card,2.0,0,343.38
2148,1505,266,Electronics,182.38,1,2022-05-11,Canada,Debit Card,2.0,1,182.38
2149,2139,325,Beauty,78.25,3,2023-04-02,Germany,Credit Card,3.0,0,234.75
2150,4577,648,Books,63.12,5,2021-11-25,UK,Credit Card,2.0,0,315.6
2151,2126,699,Clothing,28.49,5,2023-07-27,USA,Debit Card,3.0,0,142.45
2152,2408,595,Electronics,27.99,2,2024-07-23,Germany,Debit Card,4.0,0,55.98
2153,4392,432,Beauty,122.73,4,2022-06-16,Germany,Debit Card,5.0,0,490.92
2154,4645,745,Clothing,94.09,5,2024-08-17,USA,PayPal,3.0,0,470.45
2155,1025,694,Sports,93.83,5,2022-11-16,USA,COD,4.0,0,469.15
2156,1073,519,Books,117.92,3,2024-05-29,Australia,COD,3.0,0,353.76
2157,4184,462,Electronics,98.99,3,2023-12-01,USA,COD,3.0,0,296.97
2158,2317,422,Home,42.65,4,2021-09-28,Germany,Credit Card,3.0,0,170.6
2159,1794,430,Books,9.41,3,2024-01-29,USA,UPI,3.0,0,28.23
2160,3476,288,Books,57.07,3,2023-01-21,Canada,UPI,3.0,0,171.21
2161,3367,534,Clothing,19.48,2,2021-07-19,USA,COD,5.0,0,38.96
2162,1758,694,Sports,39.88,5,2024-08-07,Canada,Debit Card,4.0,1,199.4
2163,4891,716,Sports,157.56,3,2022-12-09,Canada,PayPal,4.0,0,472.68
2164,1575,362,Books,96.85,1,2024-08-11,Germany,Debit Card,5.0,0,96.85
